"filename", "language", "JSON", "Markdown", "HTML", "YAML", "Dart", "Properties", "JavaScript", "CSS", "Groovy", "Swift", "XML", "C++", "comment", "blank", "total"
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/MainApp.dart", "Dart", 0, 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 0, 22, 91, 612
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/QrCodeWidget.dart", "Dart", 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 2, 24, 220
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/QuestionnairePage.dart", "Dart", 0, 0, 0, 0, 715, 0, 0, 0, 0, 0, 0, 0, 96, 39, 850
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/RootPage.dart", "Dart", 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 43, 20, 308
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/WifiNetworkListPage.dart", "Dart", 0, 0, 0, 0, 1367, 0, 0, 0, 0, 0, 0, 0, 63, 91, 1521
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/FixedData.dart", "Dart", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 13, 14, 111
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/QuestionnaireRelatedClasses.dart", "Dart", 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 3, 35, 275
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/SecurityModel.dart", "Dart", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/lib/models/WifiModel.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 8, 45
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/package-lock.json", "JSON", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/package.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/assets/AssetManifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/assets/FontManifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/assets/packages/fluttertoast/assets/toastify.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 14
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/assets/packages/fluttertoast/assets/toastify.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 13, 0, 14
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/flutter_service_worker.js", "JavaScript", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 29, 7, 196
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/index.html", "HTML", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 58
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/main.dart.js", "JavaScript", 0, 0, 0, 0, 0, 0, 70277, 0, 0, 0, 0, 0, 0, 1, 70278
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/public/version.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/pubspec.yaml", "YAML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 44, 14, 88
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/web/index.html", "HTML", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 58
"/home/numan947/Main/Research/Android-Wifi-QR/wifi_qr_survey_app/web/manifest.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 240, 13, 58, 30, 4054, 8, 70438, 1, 81, 12, 125, 1, 502, 456, 76019
